sensor_name,specie,confidence,latitude,longitude,category,timestamp_ms,tenantid
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758088500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758162900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758171000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758241200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1758000600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1756518300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757731800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757737200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1758160800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1758314400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756355400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756781100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756597800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758337800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756697400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756704900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756593600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756684200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756258500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756336500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756872900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758083400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758158700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758161400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758497400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757737800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1758081000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756690800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora05,tadarida-teniotis,1,37.99880876,-0.941414553,bats,1756689900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756686600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756867500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756952100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756680600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756600800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756601100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1757974800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758063300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758162000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758162300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758163800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758246600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758343800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757900700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758161700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758254400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758509700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758665100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758672300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756855500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758237900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1757291100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758499800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756857300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1757372700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756082100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756354500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756616700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756617900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756164600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756425900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756515600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756598400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora04,tadarida-teniotis,1,37.91717908,-0.864859565,bats,1756435500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora04,tadarida-teniotis,1,37.91717908,-0.864859565,bats,1756511100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora05,tadarida-teniotis,1,37.99880876,-0.941414553,bats,1756692300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756687500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756871700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756872600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756948200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756964400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758335700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758345900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1756516200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757817900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1758325200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758145500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756596300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756686300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1756595100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758337500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756702500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756781400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756084200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756599000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756601400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756604400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756683600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756351500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756512000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756950300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758077400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758088800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758328800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758578100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1757648400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1757988900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1758159900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1756612500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1756618200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1757976900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1756602000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758159900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756686600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora10,tadarida-teniotis,1,37.94973231,-0.919373105,bats,1756594500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756770600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756245600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756347600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora05,tadarida-teniotis,1,37.99880876,-0.941414553,bats,1758247800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora05,tadarida-teniotis,1,37.99880876,-0.941414553,bats,1758513900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora05,tadarida-teniotis,1,37.99880876,-0.941414553,bats,1758587400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora05,tadarida-teniotis,1,37.99880876,-0.941414553,bats,1758676200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756434900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756615200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1757997900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758156000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758236400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758253500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758330300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758400800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758521400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1756771800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757809200000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1758080100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758236700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758338400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758603600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora07,tadarida-teniotis,1,37.95488937,-0.867550065,bats,1757982300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756613100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora02,tadarida-teniotis,1,37.95595639,-0.83218011,bats,1756616100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756088100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756599900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756679700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora03,tadarida-teniotis,1,37.93359347,-0.847082099,bats,1756688400000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756427700000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756596300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756602600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756602900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756877100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756934100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756950000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758000600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758168300000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758169500000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1758169800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora08,tadarida-teniotis,1,37.95635207,-0.885202002,bats,1757730600000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1756169100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758166800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758415800000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758506100000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758576000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora09,tadarida-teniotis,1,37.97366913,-0.822226307,bats,1758582900000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora01,tadarida-teniotis,1,37.91216435,-0.766731117,bats,1756947000000,508c07b3ed3d11f09bedb7a98f02fc13
dcityforest-grabadora06,tadarida-teniotis,1,37.94770454,-0.893816956,bats,1756763700000,508c07b3ed3d11f09bedb7a98f02fc13
